resource,name,slug
spells,scattered images,kp_scattered-images
spells,seal red portal,kp_seal-red-portal
spells,selfish wish,kp_selfish-wish
spells,shadow spawn,kp_shadow-spawn
spells,shadow tree,kp_shadow-tree
spells,shadow's brand,kp_shadows-brand
spells,stigmata of the red goddess,kp_stigmata-of-the-red-goddess
spells,the black god's blessing,kp_the-black-gods-blessing
spells,wield soul,kp_wield-soul
spells,winged spies,kp_winged-spies
spells,eye bite,open5e_eye-bite
spells,aura of life,srd-2024_aura-of-life
spells,befuddlement,srd-2024_befuddlement
spells,charm monster,srd-2024_charm-monster
spells,chromatic orb,srd-2024_chromatic-orb
spells,dissonant whispers,srd-2024_dissonant-whispers
spells,divine smite,srd-2024_divine-smite
spells,dragon's breath,srd-2024_dragons-breath
spells,elementalism,srd-2024_elementalism
spells,ensnaring strike,srd-2024_ensnaring-strike
spells,hex,srd-2024_hex
spells,ice knife,srd-2024_ice-knife
spells,mind spike,srd-2024_mind-spike
spells,phantasmal force,srd-2024_phantasmal-force
spells,power word heal,srd-2024_power-word-heal
spells,ray of sickness,srd-2024_ray-of-sickness
spells,searing smite,srd-2024_searing-smite
spells,shining smite,srd-2024_shining-smite
spells,sorcerous burst,srd-2024_sorcerous-burst
spells,starry wisp,srd-2024_starry-wisp
spells,summon dragon,srd-2024_summon-dragon
spells,thunderwavea,srd-2024_thunderwavea
spells,tsunami,srd-2024_tsunami
spells,vitriolic sphere,srd-2024_vitriolic-sphere
spells,acid arrow,srd_acid-arrow
spells,acid splash,srd_acid-splash
spells,aid,srd_aid
spells,alarm,srd_alarm
spells,alter self,srd_alter-self
spells,animal friendship,srd_animal-friendship
spells,animal messenger,srd_animal-messenger
spells,animal shapes,srd_animal-shapes
spells,animate dead,srd_animate-dead
spells,animate objects,srd_animate-objects
spells,antilife shell,srd_antilife-shell
spells,antimagic field,srd_antimagic-field
spells,antipathy/sympathy,srd_antipathysympathy
spells,arcane eye,srd_arcane-eye
spells,arcane hand,srd_arcane-hand
spells,arcane lock,srd_arcane-lock
spells,arcane sword,srd_arcane-sword
spells,arcanist's magic aura,srd_arcanists-magic-aura
spells,astral projection,srd_astral-projection
spells,augury,srd_augury
spells,awaken,srd_awaken
spells,bane,srd_bane
spells,banishment,srd_banishment
spells,barkskin,srd_barkskin
spells,beacon of hope,srd_beacon-of-hope
spells,bestow curse,srd_bestow-curse
spells,black tentacles,srd_black-tentacles
spells,blade barrier,srd_blade-barrier
spells,bless,srd_bless
spells,blight,srd_blight
spells,blindness/deafness,srd_blindnessdeafness
spells,blink,srd_blink
spells,blur,srd_blur
spells,branding smite,srd_branding-smite
spells,burning hands,srd_burning-hands
spells,call lightning,srd_call-lightning
spells,calm emotions,srd_calm-emotions
spells,chain lightning,srd_chain-lightning
spells,charm person,srd_charm-person
spells,chill touch,srd_chill-touch
spells,circle of death,srd_circle-of-death
spells,clairvoyance,srd_clairvoyance
spells,clone,srd_clone
spells,cloudkill,srd_cloudkill
spells,color spray,srd_color-spray
spells,command,srd_command
spells,commune,srd_commune
spells,commune with nature,srd_commune-with-nature
spells,comprehend languages,srd_comprehend-languages
spells,compulsion,srd_compulsion
spells,cone of cold,srd_cone-of-cold
spells,confusion,srd_confusion
spells,conjure animals,srd_conjure-animals
spells,conjure celestial,srd_conjure-celestial
spells,conjure elemental,srd_conjure-elemental
spells,conjure fey,srd_conjure-fey
spells,conjure minor elementals,srd_conjure-minor-elementals
spells,conjure woodland beings,srd_conjure-woodland-beings
spells,contact other plane,srd_contact-other-plane
spells,contagion,srd_contagion
spells,contingency,srd_contingency
spells,continual flame,srd_continual-flame
spells,control water,srd_control-water
spells,control weather,srd_control-weather
spells,counterspell,srd_counterspell
spells,create food and water,srd_create-food-and-water
spells,create or destroy water,srd_create-or-destroy-water
spells,create undead,srd_create-undead
spells,creation,srd_creation
spells,cure wounds,srd_cure-wounds
spells,dancing lights,srd_dancing-lights
spells,darkness,srd_darkness
spells,darkvision,srd_darkvision
spells,daylight,srd_daylight
spells,death ward,srd_death-ward
spells,delayed blast fireball,srd_delayed-blast-fireball
spells,demiplane,srd_demiplane
spells,detect evil and good,srd_detect-evil-and-good
spells,detect magic,srd_detect-magic
spells,detect poison and disease,srd_detect-poison-and-disease
spells,detect thoughts,srd_detect-thoughts
spells,dimension door,srd_dimension-door
spells,disguise self,srd_disguise-self
spells,disintegrate,srd_disintegrate
spells,dispel evil and good,srd_dispel-evil-and-good
spells,dispel magic,srd_dispel-magic
spells,divination,srd_divination
spells,divine favor,srd_divine-favor
spells,divine word,srd_divine-word
spells,dominate beast,srd_dominate-beast
spells,dominate monster,srd_dominate-monster
spells,dominate person,srd_dominate-person
spells,dream,srd_dream
spells,druidcraft,srd_druidcraft
spells,earthquake,srd_earthquake
spells,eldritch blast,srd_eldritch-blast
spells,enhance ability,srd_enhance-ability
spells,enlarge/reduce,srd_enlargereduce
spells,entangle,srd_entangle
spells,enthrall,srd_enthrall
spells,etherealness,srd_etherealness
spells,expeditious retreat,srd_expeditious-retreat
spells,eyebite,srd_eyebite
spells,fabricate,srd_fabricate
spells,faerie fire,srd_faerie-fire
spells,faithful hound,srd_faithful-hound
spells,false life,srd_false-life
spells,fear,srd_fear
spells,feather fall,srd_feather-fall
spells,feeblemind,srd_feeblemind
spells,find familiar,srd_find-familiar
spells,find steed,srd_find-steed
spells,find the path,srd_find-the-path
spells,find traps,srd_find-traps
spells,finger of death,srd_finger-of-death
spells,fire bolt,srd_fire-bolt
spells,fire shield,srd_fire-shield
spells,fire storm,srd_fire-storm
spells,fireball,srd_fireball
spells,flame blade,srd_flame-blade
spells,flame strike,srd_flame-strike
spells,flaming sphere,srd_flaming-sphere
spells,flesh to stone,srd_flesh-to-stone
spells,floating disk,srd_floating-disk
spells,fly,srd_fly
spells,fog cloud,srd_fog-cloud
spells,forbiddance,srd_forbiddance
spells,forcecage,srd_forcecage
spells,foresight,srd_foresight
spells,freedom of movement,srd_freedom-of-movement
spells,freezing sphere,srd_freezing-sphere
spells,gaseous form,srd_gaseous-form
spells,gate,srd_gate
spells,geas,srd_geas
spells,gentle repose,srd_gentle-repose
spells,giant insect,srd_giant-insect
spells,glibness,srd_glibness
spells,globe of invulnerability,srd_globe-of-invulnerability
spells,glyph of warding,srd_glyph-of-warding
spells,goodberry,srd_goodberry
spells,grease,srd_grease
spells,greater invisibility,srd_greater-invisibility
spells,greater restoration,srd_greater-restoration
spells,guardian of faith,srd_guardian-of-faith
spells,guards and wards,srd_guards-and-wards
spells,guidance,srd_guidance
spells,guiding bolt,srd_guiding-bolt
spells,gust of wind,srd_gust-of-wind
spells,hallow,srd_hallow
spells,hallucinatory terrain,srd_hallucinatory-terrain
spells,harm,srd_harm
spells,haste,srd_haste
spells,heal,srd_heal
spells,healing word,srd_healing-word
spells,heat metal,srd_heat-metal
spells,hellish rebuke,srd_hellish-rebuke
spells,heroes' feast,srd_heroes-feast
spells,heroism,srd_heroism
spells,hideous laughter,srd_hideous-laughter
spells,hold monster,srd_hold-monster
spells,hold person,srd_hold-person
spells,holy aura,srd_holy-aura
spells,hunter's mark,srd_hunters-mark
spells,hypnotic pattern,srd_hypnotic-pattern
spells,ice storm,srd_ice-storm
spells,identify,srd_identify
spells,illusory script,srd_illusory-script
spells,imprisonment,srd_imprisonment
spells,incendiary cloud,srd_incendiary-cloud
spells,inflict wounds,srd_inflict-wounds
spells,insect plague,srd_insect-plague
spells,instant summons,srd_instant-summons
spells,invisibility,srd_invisibility
spells,irresistible dance,srd_irresistible-dance
spells,jump,srd_jump
spells,knock,srd_knock
spells,legend lore,srd_legend-lore
spells,lesser restoration,srd_lesser-restoration
spells,levitate,srd_levitate
spells,light,srd_light
spells,lightning bolt,srd_lightning-bolt
spells,locate animals or plants,srd_locate-animals-or-plants
spells,locate creature,srd_locate-creature
spells,locate object,srd_locate-object
spells,longstrider,srd_longstrider
spells,mage armor,srd_mage-armor
spells,mage hand,srd_mage-hand
spells,magic circle,srd_magic-circle
spells,magic jar,srd_magic-jar
spells,magic missile,srd_magic-missile
spells,magic mouth,srd_magic-mouth
spells,magic weapon,srd_magic-weapon
spells,magnificent mansion,srd_magnificent-mansion
spells,major image,srd_major-image
spells,mass cure wounds,srd_mass-cure-wounds
spells,mass heal,srd_mass-heal
spells,mass healing word,srd_mass-healing-word
spells,mass suggestion,srd_mass-suggestion
spells,maze,srd_maze
spells,meld into stone,srd_meld-into-stone
spells,mending,srd_mending
spells,message,srd_message
spells,meteor swarm,srd_meteor-swarm
spells,mind blank,srd_mind-blank
spells,minor illusion,srd_minor-illusion
spells,mirage arcane,srd_mirage-arcane
spells,mirror image,srd_mirror-image
spells,mislead,srd_mislead
spells,misty step,srd_misty-step
spells,modify memory,srd_modify-memory
spells,moonbeam,srd_moonbeam
spells,move earth,srd_move-earth
spells,nondetection,srd_nondetection
spells,pass without trace,srd_pass-without-trace
spells,passwall,srd_passwall
spells,phantasmal killer,srd_phantasmal-killer
spells,phantom steed,srd_phantom-steed
spells,planar ally,srd_planar-ally
spells,planar binding,srd_planar-binding
spells,plane shift,srd_plane-shift
spells,plant growth,srd_plant-growth
spells,poison spray,srd_poison-spray
spells,polymorph,srd_polymorph
spells,power word kill,srd_power-word-kill
spells,power word stun,srd_power-word-stun
spells,prayer of healing,srd_prayer-of-healing
spells,prestidigitation,srd_prestidigitation
spells,prismatic spray,srd_prismatic-spray
spells,prismatic wall,srd_prismatic-wall
spells,private sanctum,srd_private-sanctum
spells,produce flame,srd_produce-flame
spells,programmed illusion,srd_programmed-illusion
spells,project image,srd_project-image
spells,protection from energy,srd_protection-from-energy
spells,protection from evil and good,srd_protection-from-evil-and-good
spells,protection from poison,srd_protection-from-poison
spells,purify food and drink,srd_purify-food-and-drink
spells,raise dead,srd_raise-dead
spells,ray of enfeeblement,srd_ray-of-enfeeblement
spells,ray of frost,srd_ray-of-frost
spells,regenerate,srd_regenerate
spells,reincarnate,srd_reincarnate
spells,remove curse,srd_remove-curse
spells,resilient sphere,srd_resilient-sphere
spells,resistance,srd_resistance
spells,resurrection,srd_resurrection
spells,reverse gravity,srd_reverse-gravity
spells,revivify,srd_revivify
spells,rope trick,srd_rope-trick
spells,sacred flame,srd_sacred-flame
spells,sanctuary,srd_sanctuary
spells,scorching ray,srd_scorching-ray
spells,scrying,srd_scrying
spells,secret chest,srd_secret-chest
spells,see invisibility,srd_see-invisibility
spells,seeming,srd_seeming
spells,sending,srd_sending
spells,sequester,srd_sequester
spells,shapechange,srd_shapechange
spells,shatter,srd_shatter
spells,shield,srd_shield
spells,shield of faith,srd_shield-of-faith
spells,shillelagh,srd_shillelagh
spells,shocking grasp,srd_shocking-grasp
spells,silence,srd_silence
spells,silent image,srd_silent-image
spells,simulacrum,srd_simulacrum
spells,sleep,srd_sleep
spells,sleet storm,srd_sleet-storm
spells,slow,srd_slow
spells,spare the dying,srd_spare-the-dying
spells,speak with animals,srd_speak-with-animals
spells,speak with dead,srd_speak-with-dead
spells,speak with plants,srd_speak-with-plants
spells,spider climb,srd_spider-climb
spells,spike growth,srd_spike-growth
spells,spirit guardians,srd_spirit-guardians
spells,spiritual weapon,srd_spiritual-weapon
spells,stinking cloud,srd_stinking-cloud
spells,stone shape,srd_stone-shape
spells,stoneskin,srd_stoneskin
spells,storm of vengeance,srd_storm-of-vengeance
spells,suggestion,srd_suggestion
spells,sunbeam,srd_sunbeam
spells,sunburst,srd_sunburst
spells,symbol,srd_symbol
spells,telekinesis,srd_telekinesis
spells,telepathic bond,srd_telepathic-bond
spells,teleport,srd_teleport
spells,teleportation circle,srd_teleportation-circle
spells,thaumaturgy,srd_thaumaturgy
spells,thunderwave,srd_thunderwave
spells,time stop,srd_time-stop
spells,tiny hut,srd_tiny-hut
spells,tongues,srd_tongues
spells,transport via plants,srd_transport-via-plants
spells,tree stride,srd_tree-stride
spells,true polymorph,srd_true-polymorph
spells,true resurrection,srd_true-resurrection
spells,true seeing,srd_true-seeing
spells,true strike,srd_true-strike
spells,unseen servant,srd_unseen-servant
spells,vampiric touch,srd_vampiric-touch
spells,vicious mockery,srd_vicious-mockery
spells,wall of fire,srd_wall-of-fire
spells,wall of force,srd_wall-of-force
spells,wall of ice,srd_wall-of-ice
spells,wall of stone,srd_wall-of-stone
spells,wall of thorns,srd_wall-of-thorns
spells,warding bond,srd_warding-bond
spells,water breathing,srd_water-breathing
spells,water walk,srd_water-walk
spells,web,srd_web
spells,weird,srd_weird
spells,wind walk,srd_wind-walk
spells,wind wall,srd_wind-wall
spells,wish,srd_wish
spells,word of recall,srd_word-of-recall
spells,zone of truth,srd_zone-of-truth
spells,ambush chute,toh_ambush-chute
spells,armored formation,toh_armored-formation
spells,babble,toh_babble
spells,battle mind,toh_battle-mind
spells,beast within,toh_beast-within
spells,betraying bauble,toh_betraying-bauble
spells,bloodlust,toh_bloodlust
spells,blunted edge,toh_blunted-edge
spells,bolster fortifications,toh_bolster-fortifications
spells,bound haze,toh_bound-haze
spells,burst stone,toh_burst-stone
spells,butterfly effect,toh_butterfly-effect
spells,calm beasts,toh_calm-beasts
spells,clear the board,toh_clear-the-board
spells,conjure construct,toh_conjure-construct
spells,conjure spectral allies,toh_conjure-spectral-allies
spells,convey inner peace,toh_convey-inner-peace
spells,crown of thorns,toh_crown-of-thorns
spells,damaging intel,toh_damaging-intel
spells,deadly salvo,toh_deadly-salvo
spells,divine retribution,toh_divine-retribution
spells,dreamwine,toh_dreamwine
spells,emerald eyes,toh_emerald-eyes
spells,enchanted bloom,toh_enchanted-bloom
spells,eruption,toh_eruption
spells,feint,toh_feint
spells,fey food,toh_fey-food
spells,fey-touched blade,toh_fey-touched-blade
spells,forced reposition,toh_forced-reposition
spells,furious wail,toh_furious-wail
spells,fuse armor,toh_fuse-armor
spells,gale,toh_gale
spells,glare,toh_glare
spells,high ground,toh_high-ground
spells,immolating gibbet,toh_immolating-gibbet
spells,inexorable summons,toh_inexorable-summons
spells,instant armored vehicle,toh_instant-armored-vehicle
spells,invested champion,toh_invested-champion
spells,iron gut,toh_iron-gut
spells,jagged forcelance,toh_jagged-forcelance
spells,jarring growl,toh_jarring-growl
spells,lance,toh_lance
spells,"less fool, i",toh_less-fool-i
spells,life burst,toh_life-burst
spells,lightless torch,toh_lightless-torch
spells,long game,toh_long-game
spells,magma spray,toh_magma-spray
spells,mantle of the brave,toh_mantle-of-the-brave
spells,martyr's rally,toh_martyrs-rally
spells,mass faerie fire,toh_mass-faerie-fire
spells,misdirection,toh_misdirection
